"Line","Longitude","Latitude"
1,3.11664191212579,57.7898004774626
1,3.16316008457269,57.812033655002
1,3.19214617012031,57.7219645278751
1,3.32605415894486,57.8473931763135
1,3.33056908064829,57.707063034001
1,3.48416273298103,57.8729238187622
1,3.45961105506854,57.6728941536156
1,3.60624352379147,57.8244574510422
1,3.58744212805758,57.6362382180328
1,3.72832431460191,57.7759910833223
1,3.72996324374706,57.6297539761197
1,3.84621142508276,57.7189113683962
1,3.87248435943655,57.6232697342066
1,3.90016301951098,57.6386585072149
