"Line","Longitude","Latitude"
1,4.857235126,56.98088089
1,5.00378852088201,56.9761754466936
1,4.86152647552913,57.0114757420127
1,4.863618459,57.02639038
1,4.89057580483983,57.0390748824935
1,5.40753940462323,56.9107977464781
1,5.45145618660404,56.9347077408582
1,4.9147645377387,57.0678801105737
1,4.93279345527425,57.0982138088857
1,5.49537296858485,56.9586177352382
1,5.519477584,56.97174122
1,5.52410394406593,56.9862958706764
1,4.94978253675839,57.128805527667
1,4.96538151611026,57.1597421804443
1,5.53435899848954,57.0185585421234
1,5.54461405291314,57.0508212135705
1,4.98098049546212,57.1906788332217
1,4.99657947481398,57.221615485999
1,5.56952846895786,57.0794463737395
1,5.60076397101464,57.1065030466678
1,5.00197044284204,57.2550851110351
1,5.00121551046188,57.2900797535055
1,5.63199947307142,57.1335597195961
1,5.645164363,57.14496335
1,5.51849234796655,57.1965322088013
1,5.00046057808173,57.3250743959759
1,5.000145638,57.33967334
1,5.01453034371433,57.3563905013034
1,5.29953662261299,57.2856702625499
1,5.170087836,57.33836956
