"Line","Longitude","Latitude"
1,3.62365730294861,56.7860120811597
1,3.61093863007363,56.8040832077528
1,3.69846760011815,56.7469660708408
1,3.615626495947,56.8479939449864
1,3.73696481199124,56.7594934831473
1,3.65745415730641,56.8574298873075
1,3.77546202386434,56.7720208954538
1,3.69928181866581,56.8668658296286
1,3.81395923573743,56.7845483077602
1,3.74110948002522,56.8763017719498
1,3.85245644761052,56.7970757200667
1,3.78293714138462,56.8857377142709
1,3.89095365948361,56.8096031323732
1,3.82476480274403,56.895173656592
1,3.92945087135671,56.8221305446796
1,3.86659246410343,56.9046095989131
1,3.90996897371624,56.8884767215628
